Genes log2FoldChange
TNK2 1.05366767838653
CDH3 2.91191279943766
c(\VMP1\, \MIR21\) 1.10432143632531
POLD1 1.71504581053096
U2AF2 1.02778221390143
MTMR1 1.02460670743782
GPC1 1.8887148279432
ASUN 1.25868709729147
DMRT3 3.92495028423685
TAF2 1.22120119448043
RFXANK 1.17622956515231
TMEM161A 1.03442031044487
CNN2 1.2082016847108
SNCAIP 1.86981966348643
TAF11 1.0030514720633
NTHL1 1.08115214530653
WDR18 1.30706468191875
NTN1 -1.41224037311691
GLP2R -2.5258374205091
MCM10 2.87675922596185
MYLK -2.35035330735226
TMEM206 1.98071086834242
SNAP91 -2.14455207022204
SEC61A2 1.24570691428365
MTHFD2 1.34487261953413
DIP2B 1.19279504396834
SMARCD1 1.25544179138658
ASPM 2.52905748652821
CD84 1.24422228951042
SPI1 1.66024091604743
ZNRD1 1.00157775396128
EML1 -1.07582253584503
MSANTD3 1.43145480170703
STAG3 1.03335281582633
PFKP 1.08398221488768
CACNB1 1.32143196117623
PKM 1.23256919574701
PDZD4 -1.67756842878223
CBFB 1.5961331481785
IFI35 1.47822007082329
FTSJ1 1.26029622592695
PRR11 2.39830126842858
REEP1 -1.80939589470512
ATP11A 1.24902155878782
STON1-GTF2A1L -1.54450263674195
KIF2A 1.03769023700169
IFT80 1.15398686163212
PYGM -2.8768835482459
SDK2 1.8262542319637
KCNAB2 1.09259872363129
ABCC9 -1.99896458969449
CLEC2D 1.18023427344891
TGFBR3 -1.80931691959696
ATP1B3 1.74800622126395
MAPK6 1.07579479915185
UFD1L 1.04753180444287
SCT 1.49264495382567
PFN2 1.78806401231782
FGF10 -1.72820707049817
POLB 1.51365838931613
ASNS 1.07006938705667
AP3M2 1.66348387690824
CNGB1 4.3054679179977
ST6GALNAC2 1.9612933326648
c(\PABPC1\, \MIR7705\) 1.03081777017417
CFAP20 1.28465123080218
TCOF1 1.64712475443172
OSBPL3 1.17416195352065
EPHA8 2.39584823388536
RAD18 1.29951017701565
MAP4K4 1.19617924907746
ARHGAP10 -1.04764115017579
WBSCR22 1.32733235786188
TRIP13 3.20536432460059
TCF3 1.21568538680294
HLTF 1.28103889120939
CDH19 -2.01393343566452
LIMS2 -1.64435766619172
c(\SPEG\, \LOC100996693\) -1.36218526034897
TFRC 2.26904090695051
SREBF1 1.24413815352215
UBE2D1 1.13448944449987
HMMR 2.47722449395824
c(\NDE1\, \MIR484\) -2.66547664513511
MRVI1 -1.88947086971186
PVR 1.1054832940133
SCARB1 2.03981934793881
CYP2W1 3.2279071983747
MCM2 2.47525404079382
MOV10L1 2.37159618905297
PANX2 3.10989848341153
TP63 3.31348047640612
SMARCE1 1.24234268951759
FNDC8 1.02967449053878
FERMT2 -1.40491264036667
IGF2BP2 1.44111080684632
NOTCH3 1.68675629002141
SNCB 3.29113454732234
NTN4 -1.17662057755245
NUAK1 1.16878261402719
ENO1 1.41213485691011
WSCD2 -2.15893214747894
TACR2 -2.58055465666471
ACTR6 1.11692972818164
TIPIN 1.14423890407082
SRI 1.26031748100427
NUP37 1.57272666118421
GTSE1 2.39959317845518
CELSR1 1.27314097057889
SLC25A40 1.04266563182128
FGF4 5.07699078630948
CACNG4 2.2817596693454
FSCN1 2.71127581829807
WDR62 2.34923631577613
PAX2 3.38035935700954
MCM6 1.65209047394815
UNG 1.28338759917228
RGS11 -1.23318022324903
ACACB -1.87446079901925
TRAF4 1.10576308287276
RAP1GAP -1.48222017344416
c(\ARHGEF1\, \LOC100505585\) 1.08747873991533
DGKD -1.57557265147822
NFKB2 1.25844012208961
UBE2T 2.79931868258632
PPP1R12B -2.24195915673424
PAK3 -1.63503034793833
SNRPA 1.2656767030119
EXOSC5 1.49749393979617
LRCH4 1.0209461553667
SIRT6 1.08885254680038
POLD3 1.29744913567854
ACTN2 -2.75795082515957
GPR137B 1.16126971215072
JADE1 -1.18887700335314
SLC25A43 1.10401199396788
UBE2A 1.15411808464312
SMC1B 2.6367668236896
FBLN1 -1.24018238742327
ITGA8 -3.3332594011904
CST7 1.73675538355682
LAMP3 3.76665066391136
FAP 2.47666399524241
ADCYAP1R1 -3.99162469196737
VDAC3 1.14336565968713
MYH7B 1.13274356166209
BPIFB2 6.6496428604261
TP73 1.98511142733772
THOC1 1.15695387866771
SLC1A3 1.48461433227217
LXN 1.09804957517028
TNS1 -2.13194283609904
SENP1 1.14975700210132
PAFAH1B3 1.82455296917541
KIF22 1.95845836885911
SCTR -2.23738555345154
RIF1 1.01592565039017
COL5A3 2.26624465312299
PUM3 1.04744916031774
CHRNA3 -1.22834353150808
CPOX 1.05046227183601
CLDND1 1.00507180712757
HSP90AA1 1.25081633066385
RBL1 2.03433815750019
NDC80 2.66797240724737
AFP 7.8159020945144
STK17B 1.04502969251595
LRP2 2.52153377828739
DUSP12 1.06036355493109
HSPB11 1.18558958151105
IL12RB2 3.25823794283821
WDR70 1.10652471814183
FYB 2.10556986206284
MPP4 1.89674999538473
PGR -1.56390904343626
C1QTNF3 -1.12223853563745
C5orf22 1.20393110349969
COL19A1 -2.21949585890911
KCNK2 -2.28075396573885
OPRK1 3.70124712145435
SEMA5B 2.16390133197616
XPO1 1.37980018991678
TRPM3 -2.02767329553411
PALB2 1.16350231570811
PLOD1 1.33396803010951
P2RX5 1.62541636698872
GSTP1 1.39239048752741
FAM234B 1.4116747674888
NKAIN1 2.06428551729573
APOB 5.18012818804709
KIF3C 1.418203848206
CAD 1.11621673297218
PILRA 1.53289977507876
IGSF9 1.21725332902056
AKR1B1 1.52356288972732
CTTN 1.52854927907881
WNT11 2.81667458999057
ORC1 2.43793026710582
RAD54L 2.45551863343001
c(\FOLH1\, \FOLH1B\) 2.54065115972101
SNX10 2.72130628384308
ERO1B -2.02222368591537
LAT2 1.40331230946838
NOX4 2.98914700660287
HSD17B14 1.25058621228849
c(\TRIP6\, \MIR6875\) 1.52550733168896
ACHE 2.33837012197757
FTL 1.12708022918627
SRRT 1.16292768276632
BAX 1.4799669564799
ADAMTS2 1.95271208110881
ATXN7L3 1.02342208487695
PGS1 1.08924329910338
CETP 1.75727031118618
LPCAT2 1.02128311872257
GNAO1 -1.8463009997887
PTHLH 3.23565088400749
TFAP2C 2.03110817288019
AURKA 2.61352050345933
PIR 1.24202918121704
ALG6 1.13174020077186
DDX18 1.18278483050335
c(\KHSRP\, \MIR3940\) 1.11826132704618
EDEM2 1.19553494376627
DNMT3B 2.93740124882514
TPX2 2.89228175836016
PDRG1 1.23267273675069
SLC15A1 2.54107185655489
DOCK3 -1.34300677828585
C3orf18 -1.54593336392631
ARHGAP28 1.44098954375014
c(\FKBP1A\, \MIR6869\) 1.16857065398304
SLC4A11 1.61495071940471
CPXM1 1.73216187014447
XRN2 1.03320727965725
SNX5 1.02991058932628
c(\KDM2B\, \MIR7107\) 1.00347222142559
OAS1 1.41439077067593
TRMT6 1.55621830473412
FUS 1.18860928091035
FXYD5 1.89412079472711
CMTM1 1.22464012928409
BIRC5 3.13069212673478
LAG3 1.99809328359343
MLF2 1.00550218643213
ARHGAP4 1.21601106272156
RGS1 2.52177052003905
ICAM1 1.87559411457906
TFAP4 1.41191348539305
DNAJB11 1.43192229154536
EFNB1 1.66204570322311
KIF4A 2.69475713722246
PLEKHG2 1.19367478615032
DLL3 3.29644656385865
NAT14 1.67268956784947
DTX2 1.4003191621833
PUS7 1.9379355801318
LAMB1 1.02229742168823
CMTM6 1.030959756036
ZAK -1.05688234601762
SMPX -2.73245081928044
ORC6 2.33677864201236
ANGPT2 2.274034733629
CCDC80 -1.80523787146799
CMA1 -3.10358991074989
PSME1 1.17320766904183
G2E3 1.29836457358362
HNRNPC 1.15671035054658
SUPT16H 1.11590800352912
GEMIN2 1.41382738384256
WDR76 1.46851235387522
TBX15 2.38744337810216
CLSPN 2.32660352736242
GPATCH2 1.01443373803367
CDC45 2.8747188544695
VNN3 2.72749371731717
CDC6 3.13606757873543
AAAS 1.02520806841913
MSH2 1.55357957179393
TMEM38B 1.4256858600105
NUP188 1.12444343013134
TBC1D2 1.13184292045362
SORBS1 -2.61010430602892
BAMBI 3.192811988087
IL11 4.08899859693081
TREM2 3.03464928943985
CRISP3 -1.89831693003483
FKBP5 -1.29559851279056
SRPK1 1.09823446682704
PGC -5.29665067073463
HSP90AB1 1.33469653733556
ACOT7 1.70388759209091
CDC7 2.07624877492709
SCD 1.49483557038809
H2AFY2 1.75593406285497
MAGEB2 6.47682328692004
CBARP 1.03065630185456
GADD45B -1.28691243880064
RANBP1 1.70489311760862
CRKL 1.04840482166534
MMP11 5.87796898953178
CECR2 2.28574359252291
SMARCB1 1.04951810301475
OSM 2.46806529147732
SNRPD3 1.08908707812943
PES1 1.0798260979851
PRODH 2.14067637172197
CRYBB3 1.29930391344639
CYTH4 1.19156244288037
SH3BP1 1.52307066115634
LGALS1 1.58255804672318
POLR2F 1.02508337104011
SLC16A8 1.16148256188262
CENPM 2.24985028266546
SEPT3 2.48413240330923
CYP2D6 1.09350465329337
DMC1 2.06808815196589
TCF20 1.00500451584461
TOMM22 1.01853632372546
HMGXB4 1.15342024544324
BIK 1.43142544697977
MCM5 1.87000710696758
CBX7 -1.37663581444857
PDGFB 1.2122900174504
FOXRED2 1.3281472635756
KIAA0930 1.40059243198389
SLC25A17 1.02736412518529
UPK3A 3.52359720247094
KCTD17 1.23359079089662
IL2RB 1.56838098648577
RANGAP1 1.18878428277818
PHF5A 1.23230226419098
TRMU 1.18586875620304
MLC1 1.63036834391099
FKBP3 1.23996138537309
CTSG -2.19478453807098
GZMH 1.93057583942709
GZMB 2.09800756874259
PRMT5 1.16845356059146
COCH 3.15728456365192
POLE2 2.15606359513454
CDKN3 2.94241240075952
PLEK2 1.58281006086372
PSMA3 1.31880208664868
SAMD15 1.7259672174894
AHSA1 1.09533103790306
ISM2 -2.71158202212073
SIX4 1.73036593402005
GALNT16 -1.59834769331578
ASB2 -1.61616636383522
CEP128 1.42794220295456
ERH 1.4677802012246
HIF1A 1.36707485383864
SLC8A3 -1.22405155842351
MTHFD1 1.12190356947458
TELO2 1.01583659066529
VRK1 1.42084536498094
PSMB5 1.17656876639825
CCNB1IP1 1.11463784728229
APEX1 1.10610025758609
PABPN1 1.12716587945456
CPNE6 -1.43095413528434
PCK2 1.09081257369755
PSMA6 1.45734365804679
NFKBIA 1.21602075810359
EMC9 1.24994612568889
c(\PSME2\, \MIR7703\) 1.56481783121961
BRMS1L 1.03775315345044
GSS 1.11555339485015
MMP9 4.10664089685723
PROCR 1.16407178464751
GINS1 2.52982662194027
CD40 1.38145236250053
IFT52 1.1142892314686
MYBL2 2.73934952904429
SLA2 1.59967255466905
C20orf24 1.45433276877202
RIMS4 -3.01294817038406
PABPC1L 1.69271731127844
SALL4 2.89992114071258
PFDN4 1.66936000697237
RAE1 1.47982747175973
NELFCD 1.33052578228885
CTSZ 1.19251238575828
PRELID3B 1.0948661811623
PSMA7 1.47190553341554
NTSR1 3.25589302858449
MRGBP 1.8843053401346
BIRC7 5.03162624917825
NKAIN4 2.77330321014692
C20orf27 1.34971359768987
CDC25B 2.43229519011565
ARFRP1 1.08908110085729
TRIB3 2.69515589251853
MYLK2 1.3371813203469
SIRPB1 1.62229407359004
FERMT1 1.0712492382299
MYL9 -2.28197598726718
HCK 1.59678631286391
c(\NOP56\, \MIR1292\) 1.49799506203884
JAG1 1.69575157201799
CDK5RAP1 1.07992679207707
TTI1 1.22287331093875
E2F1 2.09835748555672
CST4 6.11917979531931
ACTR5 1.11470209594793
AHCY 1.03726110781101
DNTTIP1 1.35196238895108
SYNDIG1 1.87947184362264
PIGU 1.31600253080609
APMAP 1.28724150319963
USP14 1.17078228484397
METTL4 1.16577538419423
MYOM1 -2.03414533233357
LIPG 2.14583834551465
LAMA1 3.47125717020459
c(\RBBP8\, \MIR4741\) 1.32290811189666
CSTF2 1.21652922051711
VSIG1 -2.03323565785539
PSMD10 1.18013539122019
POLA1 1.1176762813485
NXT2 1.33571495513364
TLR8 1.54656759208632
AMMECR1 1.27777623528272
CHRDL1 -2.68226926461213
SUV39H1 1.58795034504464
ABCD1 1.08917635440637
PLP2 1.05080697236905
BMX -1.20042390437099
PLS3 1.0961266395705
NAA10 1.22126378652987
RENBP 1.59434681125806
SLC25A14 1.03767435300481
FMR1 1.02406978816397
PIM2 1.9434180393269
SCML2 1.8356238685475
SLC35A2 1.04927448278136
TAZ 1.12369110202789
PGK1 1.1715842714067
SMS 1.08617867829213
GPR50 7.3252784840613
CDK16 1.06079108470011
VGLL1 3.04340292600204
TIMP1 1.59510066781733
c(\GABRE\, \MIR224\, \MIR452\) 2.98640531697122
ITIH6 2.35847317905849
CENPI 2.3114901084782
GLA 1.52574112233858
RUBCNL 1.45822566211751
CAB39L -1.62721187720607
ACP5 1.43231866590501
MEDAG -1.76572532595517
CORO1A 1.44075023470167
NUTF2 1.29325666154859
NUP93 1.35843145177901
CCL17 1.88255948070036
ACD 1.29867429616691
USB1 1.20449783228033
CYB5B 1.00735027054165
SLC38A7 1.09834135345779
CMC2 1.05572524773603
WFDC1 -1.33481283302663
SEC14L5 -1.76335646286663
CRISPLD2 -1.68779111020977
ABCC1 1.22086785069936
FOXF1 -1.34255252462691
SLC7A5 1.58355495008673
PYCARD 1.68704203838386
RPGRIP1L 1.13918521587159
MAZ 1.2049179229824
IL21R 1.7147324230441
KNOP1 1.13918418686547
AQP9 2.54772399602768
CORO2B -1.16910263077873
RASL12 -1.64431741725868
CD276 1.67768061384397
FAH 1.03794212351828
HOMER2 -1.22431931406999
CEP152 1.31178255887294
OIP5 2.28285260846564
CA2 -1.39305797251771
RIPK2 1.58388820006496
CALB1 3.20527901955296
LAPTM4B 1.34979018789246
POP1 1.43886814837195
JPH1 1.90336774578169
STK3 1.40121945792983
GDAP1 1.61695573686508
WISP1 1.93914788722977
NDRG1 1.70541310666261
STMN2 -2.28302604844761
SPAG1 1.02370441787945
CHRAC1 1.20793617152496
NCALD -1.05003822619071
GSDMD 1.17393605735288
PYCRL 1.71873572091524
SQLE 1.16716818600646
ERI1 1.31609996154702
TNFRSF10A 1.19863399949348
TUSC3 1.74707091339319
MCM4 2.19271467940121
FGL1 5.63863609622674
CGB2 4.05089809464349
HNRNPL 1.10840280559663
NFKBIB 1.11982437615878
CGB3 3.75099410956224
KCNA7 1.99095252331551
RELB 1.37670634172237
CKM -5.27467614743482
RNASEH2A 2.30050219191463
SF3A2 1.35078520900487
c(\AMH\, \MIR4321\) 2.28035988161589
TRMT1 1.23603689421441
DMPK -1.21958047428853
IL4I1 1.70723682262124
LILRB1 1.38180818765242
LILRA1 1.21653519138044
C19orf53 1.23298997633414
IL27RA 1.82218282435601
ASF1B 2.34787039612824
TNNT1 3.98852964604629
OLFM2 2.87007533698886
CASP14 5.68679342127654
POP4 1.37859354459044
CCNE1 2.77557636820637
URI1 1.11747800311507
PDCD5 1.41313278621049
TIMM50 1.09337824355495
FBL 1.32327940982548
CNTD2 1.93402634058754
GPI 1.14326278471675
TBCB 1.31707752913694
FSD1 2.14216501553998
POLR2I 1.03271347197601
OVOL3 1.4748353045827
CLIP3 -1.40984559915329
SLC1A5 1.56044786952957
PRKD2 1.01080841769824
APLP1 -2.13192986087849
c(\BBC3\, \MIR3191\) 1.3599243234512
TGFB1 1.14868031699676
MRPL4 1.20145216311047
RPS19 1.14442427741587
NKG7 1.80529423791359
ICAM5 3.01001474852992
CLEC11A 1.3612570523623
CCDC114 1.70352626961568
LIG1 1.70755911326406
SIGLEC5 1.23938319497271
HAS1 -1.7866615720495
THEG 2.92084139671674
JAK3 1.32648490710294
SLC5A5 -4.45848864455471
ISYNA1 1.81424651453422
UPK1A -2.35984026033303
DDX49 1.1593051795386
ATP4A -8.51575692109491
ARMC6 1.06228037983578
GAPDHS 1.17835404228006
HAMP 1.59279308497055
LSR 1.04419219035766
ERF 1.06561510484206
GRIK5 -2.16825524531616
c(\GTPBP10\, \LOC101927446\) 1.14934049367579
CDK6 1.17956498020823
DNAJC2 1.55386789252122
TFPI2 3.16571867731691
BET1 1.20598073571274
NAMPT 1.17591593977831
TWISTNB 1.20493405454193
PON3 2.1801363349149
PON2 1.93167396564628
ITGB8 1.87701178970511
DUS4L 1.48561162405656
DLX5 3.20613558598877
DFNA5 1.58889244396742
TTC26 1.39848661097598
TFEC 1.59373259792045
CAV2 1.20167899312231
MET 1.56210687928932
WNT2 3.90374781886378
HOXA1 2.04440796548679
HOXA3 1.04308736586396
BRAT1 1.15904403407259
VIPR2 -3.65262915411791
SSBP1 1.11291312425384
CPED1 -1.94127382970992
EVX1 3.55025389973438
CPVL 1.60612764781739
ABHD11 1.62164071864725
STX1A 1.33778000632181
GARS 1.09905615315566
c(\NSUN5P1\, \NSUN5P2\) 1.00624134960893
CASP2 1.26051402325778
CHCHD2 1.1053247260046
CCL24 2.10501799173831
PDAP1 1.56234602967156
BUD31 1.5271311854719
PTCD1 1.53125764173
EIF3B 1.25229010757768
NUDT1 2.42185100307825
TAF6 1.50017649724475
AIMP2 1.30036150854283
USP42 1.00786815504181
LSM5 1.21440444865133
SERPINE1 2.41630918384051
AP1S1 1.64499574540445
PLOD3 1.79543123223509
RPA3 1.704793204847
ZNHIT1 1.08031854992896
PHF14 1.00268330437778
EZH2 2.12021781226146
CEP41 1.32022840554243
SFRP4 2.7341506169891
MEST 2.73650480874171
POU6F2 3.87084078106773
AHR 1.11922694949723
TMEM176B 1.4740511021331
PSMA2 1.0649094828267
RHEB 1.1433030400501
POLD2 1.24823674807007
MYL7 4.67940788727651
TBL2 1.08990249710379
LIMK1 1.77655267256046
LHX2 4.09325730476717
FSD1L 1.2058485848592
PRUNE2 -2.55886355481635
OGN -2.60389399228304
ASPN 1.83839907009907
DNM1 1.6172777243065
RLN2 1.93536435405434
DDX58 1.38108510706369
SH3GL2 -3.94890810172498
GATA3 2.67240916069134
CXCL12 -1.34205872793491
ACTA2 -1.82144601174629
LIPA 1.24942414609261
C10orf2 1.12795971736902
NPM3 1.80502096904574
GTPBP4 1.27806459632229
DKK1 2.21912801609743
GLRX3 1.1749266534147
SORCS1 -2.84606165569233
SMC3 1.14550668384148
UBE2S 2.54974145877827
DNAJC12 2.138132042162
PBLD -1.80526435505057
LGI1 -2.09364019568975
KRT23 3.48403007478946
GIT1 1.04264037299502
PSMD3 1.88408824943642
c(\WNT3\, \LOC101929777\) 2.72491500008252
ASPA -2.73319678814235
RAD51C 1.03365579874732
KPNB1 1.03553984017165
PNPO 1.08651918341647
TRIM16L 1.41710241841893
CBX1 1.60974030681839
GALK1 1.24413936315774
ENO3 1.1265328647045
PFN1 1.20680437509321
C1QBP 1.22780349694833
BLMH 1.21431507490406
SYNGR2 1.1239246220619
UTP6 1.15537217955972
PSMD11 1.47090513250755
CCL7 3.13910514411258
CCL8 1.87103642430997
KAT2A 1.41244425239913
ABI3 1.17022709705033
DLX4 3.04682832054207
PPP1R9B 1.23899826552411
COL1A1 3.07794433002232
SGCA -2.38167715802805
ALOX12 -1.39198582928438
EFTUD2 1.38106294519956
HLF -1.88360639190658
EFNB3 1.67068428583793
YWHAE 1.20751075286677
MMD 1.23038852734812
NAT9 1.12621132727649
VTN 5.23158945552576
c(\RAB34\, \NARR\) 1.10693365590012
ODAM -2.43117749274223
ANXA10 -2.09460439518877
SOD3 -1.09160001853844
SLC2A9 1.8325118765118
NEIL3 2.52931966730345
WHSC1 1.22551834418692
FAM149A -1.18884181103956
NCAPG 2.09073252397339
CTSC 2.01764560316167
CCDC34 2.00275960139251
ZBTB16 -3.34039384900618
B3GAT1 -4.61163676339636
LPXN 1.23962573238898
UNC93B1 1.00632826856208
DCPS 1.11015176048943
CCND1 1.74790238860907
CCDC86 1.39255443793319
PRPF19 1.27344056787151
CCKBR -5.43522680672188
CHORDC1 1.13160673667801
ANAPC15 1.05133317622566
FOLR3 3.17296274891832
PANX1 1.09463206521878
APOA4 5.66852348360463
KIAA1549L 3.15750853376621
SLC1A2 -3.62686870900702
SLC15A3 1.35820089841772
MDK 1.9122347536217
SLC35F2 1.04439116235411
CALCA 6.14165254606767
AIP 1.04062076724761
PTPN5 -1.21837300686677
CLEC2B 1.86187829367294
SELPLG 1.36454634150592
BIN2 1.292601574713
IL23A 2.5891908075353
PTGES3 1.22632579174678
BCL7A 1.43391051079271
CYP27B1 1.95277715966781
TNS2 -1.31329686910261
METAP2 1.0089939371258
MAGOHB 1.31579110224136
TRPV4 1.69273452940951
c(\ITFG2\, \LOC100507424\) 1.0667479727737
FOXM1 2.57800518101983
ARPC3 1.07279230368652
GPN3 1.29516488940975
RAD51AP1 2.55590327071548
CUX2 -2.97743364340999
SH2B3 1.20099276244004
NAA25 1.05509217497611
LTBR 1.01382985922045
CDK2AP1 1.34622070918235
OAS3 1.90873729129565
OAS2 2.26486143311234
ARHGDIB 1.59331692853157
GTF2H3 1.27012984698439
DDX55 1.20157189786924
FZD10 2.5553116897334
RFC5 1.37865323310123
ADGRD1 -2.61484021351372
CAND1 1.09373940147927
MDM1 1.14235268380609
NUP107 1.83184913474894
CNOT2 1.14786711694117
TIMELESS 2.1868970924574
CPSF6 1.11656510661371
MRPL51 1.10585727229604
GAPDH 1.18488892837788
NOP2 1.41575601121279
CDCA3 2.30194459069198
TPI1 1.20312225471193
c(\SPSB2\, \LOC105369632\) 1.13523454892828
PTPN6 1.13909627973099
SLCO1B3 4.80845261826478
GOLT1B 1.13655059195696
GYS2 -2.71229166012242
CLEC4A 1.53596631296473
